Name,Latitude,Longitude
ES1613A,40.666,-3.773
FR28034,50.626,2.473
DEBW137,48.526,8.979
FR16069,47.748,7.321
NL00807,52.389,6.404
FR05054,49.481,0.165
FR01064,49.125,6.181
FR15038,45.183,5.753
IT1334A,46.495,11.34
IT1680A,40.701,17.332
FR06011,50.323,3.396
FR31039,43.311,-0.352
IT1335A,46.662,11.162
FR18039,50.129,1.611
DENW206,51.176,7.084
PT01044,41.274,-8.376
AT60143,47.382,15.089
AT30603,48.086,16.433
AT60183,47.206,15.346
CZ0UCEC,50.303,13.494
FR25035,49.358,1.008
IT1571A,43.941,10.905
IT1819A,44.078,10.097
NL00493,51.927,4.462
IT1829A,38.198,15.553
IT2044A,40.352,18.177
FR27002,45.368,4.805
FR02041,43.639,5.101
IT2058A,41.135,16.845
FR29429,45.533,4.624
ES2082A,42.49,-1.656
DK0058A,55.398,10.367
PT03085,38.83,-9.164
CZ0JKRI,49.384,16.099
FR10026,50.958,1.89
PL0676A,49.565,21.791
FR33213,46.191,6.236
ES1208A,41.151,1.12
DEBY033,48.54,12.157
AT52300,47.691,13.108
ES0827A,37.315,-6.845
DESH053,53.862,10.673
AT60195,46.814,15.213
GB1051A,52.639,-1.124
DENW374,51.561,7.186
IT2092A,38.676,16.098
NO0119A,60.884,11.559
FR04179,48.83,2.27
GB1036A,54.573,-5.975
DEMV017,53.302,11.363
FR14201,49.349,4.07
PT06008,32.808,-16.886
FR16029,48.61,7.782
AT72910,46.828,12.766
FR34013,47.907,1.901
ES1805A,40.781,-3.702
DEHE112,50.072,8.229
DEHH070,53.556,9.943
DENW067,52.023,8.548
DENW096,51.155,6.426
IT2167A,42.421,14.279
ES1899A,41.308,1.647
DEBB048,52.932,12.809
DEMV025,54.319,13.081
NL00236,51.47,5.473
FR12047,43.804,1.596
IT2229A,44.111,9.955
DEBE051,52.644,13.483
DEBY063,49.015,12.102
FR18035,49.869,2.24
DEBW056,49.108,9.733
IT1702A,40.651,17.944
FR34047,48.761,1.234
PL0678A,49.547,21.851
DEBY056,49.472,10.985
FR82020,47.641,6.859
FR04098,48.84,2.635
AT80709,47.46,9.641
FR20047,45.823,4.954
FR08617,43.925,4.266
DETH043,50.985,11.019
PT03084,38.754,-9.231
FR09399,46.322,-0.466
FR36019,45.042,5.044
NL00318,51.295,3.749
FR15017,45.19,5.687
FR31001,44.861,-0.579
DENW043,51.451,7.031
NL00639,52.069,5.121
CH0056A,47.046,8.304
FR03070,43.438,6.768
ES1882A,38.115,-1.869
FR15018,45.36,5.589
DEMV003,53.56,13.266
CZ0KKVA,50.236,12.885
IT1847A,45.035,6.836
IT2241A,44.031,10.133
ES1896A,41.321,1.664
FR27007,45.608,5.271
AT2VI12,46.612,13.841
FR29441,45.448,4.389
IT2275A,38.174,15.547
IT1818A,40.828,16.56
NL00738,52.112,5.709
SE155528,59.654,12.596
SE0095A,62.389,17.309
AT30701,48.529,15.943
CH0050A,46.231,6.074
ES0041A,43.261,-2.945
DESN019,50.826,12.542
SE155527,59.315,18.076
ES1612A,40.447,-3.868
AT80710,47.432,9.65
FR31043,43.47,-1.554
FR04023,49.046,2.043
CH0021A,47.371,8.524
FR33102,45.597,5.919
DESL013,49.323,6.754
FR82070,47.351,6.36
FR21016,49.175,-0.354
FI00568,60.402,25.098
CH0046A,46.196,6.211
PL0680A,50.359,20.886
SE0085A,56.047,12.692
SK0004A,48.145,17.114
FR15048,45.28,5.882
DESN091,50.72,12.487
CH0055A,46.208,6.141
SE0103A,58.592,16.198
ES1595A,43.298,-2.93
AT72106,47.271,11.417
DENW245,50.765,6.233
DEST066,51.871,12.664
FR24009,43.558,7.006
AT72227,47.278,11.512
CZ0LJNM,50.727,15.162
IT2184A,43.338,11.325
FR33120,45.922,6.87
NL00550,52.371,4.642
IT0854A,44.418,8.927
AT30201,47.959,16.206
CH0044A,47.439,8.57
FR10032,50.694,1.577
DEBY111,49.944,11.57
CH0058A,47.395,8.526
FR34018,47.998,2.72
IT1610A,40.423,17.225
DEST091,51.841,12.245
CH0017A,47.566,7.582
IT1457A,44.102,9.819
DEBY093,49.488,11.786
NL00565,52.327,4.715
GB1061A,51.455,-0.94
IT1899A,37.516,15.011
PT01031,41.252,-8.661
FR31006,44.841,-0.65
DENI029,53.362,7.207
DEMV024,53.396,12.464
DEHH033,53.638,9.998
DESN006,51.125,12.493
SE0091A,64.751,20.961
FR15045,45.058,5.677
FR09106,45.651,0.162
NL00442,51.801,4.708
DEBY188,49.323,11.028
DESN004,51.176,14.444
DESN051,51.12,13.675
NL00934,53.332,6.278
DENW058,50.876,6.874
LU0109A,49.612,6.118
DEBY006,48.365,10.895
FR14033,48.295,4.05
FR08713,42.684,2.903
DEHE030,50.804,8.769
DESN075,50.486,12.138
NL00722,52.092,6.606
DEST029,51.804,11.739
NL00641,52.203,4.989
DEHH072,53.536,9.844
CZ0CPRA,49.016,14.0
GB1059A,52.969,-1.189
ES1765A,39.685,-0.279
NL00564,52.287,4.767
PT01025,41.232,-8.713
SE0050A,59.336,18.071
DENI052,52.829,9.623
ES1044A,41.67,-0.871
FR06007,50.279,3.977
FR28033,50.49,2.666
IT0507A,46.715,11.654
DEBW038,47.66,9.486
CH0028A,46.522,6.64
DEBE032,52.473,13.225
FR35004,45.159,1.537
AT80706,47.41,9.654
DENI157,52.428,10.794
DEBW059,49.635,9.658
FR21040,49.116,-1.085
AT60114,47.192,14.753
FR25049,49.305,1.214
SK0406A,48.935,22.274
DEBW027,48.489,9.207
FR12004,43.576,1.419
FR01014,48.915,6.058
DEHE032,50.97,9.8
PT03102,39.278,-9.246
ES1498A,43.131,-2.078
PT03091,38.697,-9.323
NL00235,51.435,4.36
FR12021,43.624,1.439
GB1052A,52.98,-2.112
DEBW024,48.899,9.173
FR30021,48.622,6.195
DESH056,54.617,9.364
FR33121,45.675,6.39
DESN079,51.285,14.75
ES1502A,42.855,-2.681
DEST105,52.602,11.85
FR12042,43.097,-0.039
DENW078,51.304,6.82
DEBB075,52.484,13.124
FR12044,43.634,1.376
DEHE044,50.383,8.061
FR09016,45.609,0.1
FR34028,47.395,0.705
NO0085A,69.68,18.954
FR16060,47.595,7.568
SE159229,61.01,14.552
FR12040,43.557,1.406
DEHE134,50.546,9.68
DEBY032,50.103,11.443
DEBW039,48.049,8.464
DEBW010,49.301,8.7
PT02016,40.207,-8.411
FR19061,48.514,-2.75
AT55018,47.154,13.505
IT0865A,41.595,12.654
ES2017A,40.553,0.53
AT60141,47.359,15.104
IE0131A,53.386,-6.37
DENW095,51.937,7.612
DEBB065,52.194,12.561
IT1766A,39.714,16.194
FR33202,45.917,6.136
NL00633,52.139,4.838
IT1989A,38.106,15.645
LT00012,55.725,24.366
DEBE056,52.448,13.647
FR21021,49.147,0.227
CH0024A,46.139,7.148
FR16057,47.757,7.347
FR12026,43.928,2.146
FR19052,47.996,-4.1
FR29439,45.482,4.43
FR33305,46.212,5.226
SE135019,56.177,14.857
FR12039,43.562,1.393
NO0113A,68.435,17.425
FR23152,46.661,-1.437
DEHE043,49.825,8.517
IT1886A,44.11,9.816
FR34025,47.419,0.683
FR06133,50.092,3.85
CH0054A,46.963,7.463
PL0685A,49.354,20.894
NO0116A,62.471,6.154
SE0113A,57.721,12.945
FR01015,48.885,6.051
PT01034,41.218,-8.632
DENW080,51.184,7.053
FR23078,47.054,-0.886
AT51066,47.806,13.043
DEBY068,50.048,10.232
FR03069,43.12,6.131
DETH095,51.208,10.451
IT0948A,43.765,11.249
IT2158A,43.908,12.402
SE0056A,55.877,12.834
AT81919,47.239,9.598
FR09008,46.135,-1.117
FR03067,43.399,6.076
CZ0KCHM,50.066,12.363
AT80807,47.41,9.743
NL00437,51.787,4.451
PL0690A,52.652,19.052
FR21060,49.117,-0.17
DEBW009,49.42,8.677
FR25045,49.916,0.957
DEBW046,48.09,9.8
FR23123,48.069,-0.768
IT1997A,38.191,15.249
AT60145,47.446,15.29
IT0852A,44.426,8.826
DEBW076,48.773,8.22
AT60036,47.067,15.494
DETH018,51.497,10.791
DENI011,52.227,10.474
DENI059,53.83,8.801
FR32006,46.316,4.84
FR04158,49.063,1.866
DEBW112,48.646,8.904
DEBW073,47.819,7.568
IT1585A,40.628,15.796
IT1898A,38.012,12.547
PT01041,41.55,-8.406
DEST044,51.897,11.057
CZ0UVAL,50.975,14.513
ES1913A,38.452,-1.065
DERP043,50.275,7.652
DENW006,51.592,7.57
SE36245,60.672,17.147
AT72821,47.349,11.692
CH0060A,47.508,8.72
NL00929,52.877,6.933
FR26035,47.137,4.951
FR07009,45.772,3.088
FR01019,49.369,6.161
FR34046,48.73,1.358
FR30029,48.194,5.937
FR33232,45.907,6.846
IT1601A,41.665,15.945
ES1442A,43.064,-2.49
FR82060,47.62,6.158
DENW042,51.338,6.64
GB0996A,54.354,-6.655
DESN017,50.916,13.347
AT72315,47.217,10.736
FI00465,63.095,21.618
DENW079,51.029,7.005
FR07039,45.775,3.063
FR07054,45.039,3.887
NO0114A,59.918,10.584
FR25039,49.021,1.148
NO0072A,59.92,10.69
DENW029,51.403,7.209
DERP060,49.192,7.615
NL00446,52.04,4.361
FR12053,43.611,2.23
FR21037,49.647,-1.593
FR19014,48.397,-4.489
NL00818,52.655,6.018
DETH041,50.934,11.597
DETH093,50.983,11.32
FR34030,47.075,2.407
IT1795A,43.285,13.429
HR0015A,45.291,13.75
NL00617,52.423,5.593
DENW053,51.019,6.885
GB1068A,53.452,-2.742
NL00549,52.257,5.236
FR01005,49.325,6.076
CH0057A,47.427,9.374
FR07057,46.562,3.341
LU0106A,49.659,6.13
FR26016,48.2,3.277
GB1040A,53.559,-2.294
FR21019,49.152,-0.353
FR07045,45.545,3.248
AT4S245,47.974,13.615
CH0051A,46.163,6.005
IT0508A,46.797,11.944
DETH005,50.651,11.369
CZ0ESVR,49.735,16.034
FR26014,47.326,5.041
FR38024,-21.213,55.303
CH0022A,47.068,8.301
AT82708,47.156,9.823
FR38023,-21.332,55.479
FR21031,48.446,0.111
FR07051,45.769,3.155
AT32604,48.045,14.772
IT2039A,44.352,9.223
DENI063,53.524,9.685
GB1067A,52.476,-1.875
FR41004,42.536,9.476
AT60194,47.605,15.673
ES1604A,39.563,2.621
DETH011,50.988,12.438
NO0118A,59.134,9.622
FR31032,44.192,0.624
FR31014,43.308,-0.323
DENI028,51.508,10.239
NO0110A,59.274,11.089
FI00455,60.967,25.655
FR29423,46.041,4.075
DENW094,50.755,6.094
FR23107,47.253,-1.573
ES1747A,42.827,-1.649
ES1501A,43.18,-2.268
FR30020,48.776,5.163
IT0063A,42.939,10.534
IT1790A,46.162,12.361
IT2154A,42.932,10.524
IT2249A,42.16,11.743
FR01009,49.271,6.132
AT72530,47.489,12.067
ES1544A,42.849,-2.477
SE0090A,57.776,14.159
FR09015,46.587,0.359
IT2155A,44.397,8.206
GB0687A,50.372,-4.142
FR32005,46.679,4.367
SE0059A,63.829,20.258
DESN104,50.855,12.959
NL00556,52.564,4.862
NO0112A,59.433,10.662
FR30038,48.549,5.461
DEST106,51.456,11.091
IT2281A,37.299,13.6
FR34051,46.798,1.693
DETH117,50.993,11.057
DETH013,50.978,10.317
FR34032,47.083,2.405
SE155530,59.61,16.55
DENI062,53.247,10.456
LT00042,55.072,24.284
AT72822,47.35,11.695
FR31033,45.19,0.727
FR21035,49.636,-1.627
IT1963A,45.43,7.245
FR35005,46.17,1.87
ES1828A,40.009,3.856
DETH072,50.612,10.693
AT72223,47.24,11.391
FI00839,62.882,27.662
SE32082,56.879,14.786
TR570313,42.074,34.996
FR07058,46.341,2.594
IT1583A,40.649,15.795
FR82030,47.295,6.826
FR34061,47.594,1.303
SE37479,59.489,17.92
DESN093,50.608,12.211
DEHE024,51.292,9.775
FI00926,61.87,28.882
ES1909A,40.881,0.799
FI00397,63.679,22.718
AT60118,47.178,14.677
FR26010,47.346,5.002
SE34399,59.41,17.958
FI00378,61.072,28.264
PL0703A,52.652,19.052
ES1672A,42.518,-2.619
IE0098A,53.342,-6.289
LV0010R,56.162,21.173
PT01043,41.208,-8.338
FR34029,47.838,1.945
DENI077,51.709,9.555
NO0115A,59.057,9.696
FR22022,49.118,7.084
IE0132A,53.286,-6.132
IE0136A,53.28,-6.359
FR38021,-21.032,55.233
IT1894A,42.992,13.785
AT55032,47.126,13.808
NL00918,52.917,5.573
FI00283,61.041,28.176
IE0036A,53.333,-6.367
IT2074A,44.735,9.367
IT2161A,41.779,14.104
GB1046A,53.244,-1.455
FI00602,64.224,27.733
CH0003R,47.48,8.905
DEHE050,51.361,9.271
SE36241,59.424,17.929
FI00438,60.513,26.946
FR09302,46.143,-0.396
AT2SP10,46.935,13.196
SE155532,60.134,13.007
ES1825A,38.993,1.309
FI00549,61.499,23.736
IT2027A,43.928,12.225
ES1599A,43.251,-2.155
FI00928,61.482,21.813
ES1972A,38.132,-4.802
FR32002,46.821,4.835
FR35010,45.833,1.217
CZ0CHVO,48.724,14.723
PT01042,41.569,-8.457
ES1491A,43.406,-2.704
DENI016,51.902,10.481
FR26017,46.997,3.171
AT72552,47.582,12.172
DENW064,50.653,6.281
SE38350,55.703,13.18
IT2182A,46.51,13.475
NO0105A,59.21,10.94
FI00464,62.243,25.743
SE36364,59.268,15.215
CZ0HPLO,50.35,16.323
DEHE028,49.653,8.817
FR38014,-21.313,55.474
DETH026,50.562,10.375
CZ0LSOU,50.79,15.32
IE0118A,53.851,-9.3
IT1681A,43.66,11.902
FR07052,44.92,2.441
NO0063A,58.149,7.992
FI00434,61.117,28.498
FR14008,49.908,4.63
MK0042A,41.536,20.699
CH0053R,47.19,8.175
DENW065,50.93,8.192
FR35007,45.87,1.31
FR35006,45.26,1.76
FR07028,45.929,2.83
AT72710,47.448,10.744
CZ0URVH,50.58,13.42
FI00186,60.452,22.268
CZ0LJIZ,50.82,15.344
IT1149A,43.248,10.882
ES2070A,40.947,-0.291
GB1062A,55.944,-4.734
FI00404,63.838,23.132
CH0019A,47.407,9.394
NO0111A,59.955,11.074
IT1672A,44.3,10.43
SE0014A,57.759,16.639
DETH040,50.619,10.787
FI00558,62.893,27.688
NO0070A,62.472,6.157
FI00892,60.87,26.701
FR07031,45.105,3.277
SE157994,60.673,17.141
NO0109A,60.361,5.237
IE0095A,53.353,-6.367
FR38001,-20.89,55.469
FI00511,62.599,29.763
DEHE052,50.222,8.446
FI00424,61.189,28.77
TR342213,41.063,29.064
SE36365,57.782,14.174
DESN049,50.431,12.611
FI00433,61.153,28.81
TR730141,37.52,42.46
HR0020A,42.645,18.123
FR07056,44.984,4.226
DEBY122,47.518,10.404
CH0004R,47.05,6.979
SE0066A,59.832,18.631
SE0012R,58.806,17.388
FI00301,65.043,25.498
IT1961A,46.315,8.256
FI00431,62.29,25.709
FI00570,64.683,24.482
GB0006R,54.44,-7.9
NO0108A,60.463,5.332
SE155533,67.168,20.692
DEUB044,47.414,10.981
IS0039A,64.043,-22.6
BA0048A,44.59,16.44
PL0311A,53.966,18.528
RS0029A,45.245,19.841
GR0003A,37.988,23.728
GR0020A,40.674,22.893
RS0032A,44.821,20.459
GR0018A,40.634,22.945
ES1718A,38.174,-3.01
GR0028A,38.021,23.688
CZ0TORV,49.876,18.434
CZ0THAT,49.94,18.277
CZ0TOCB,49.84,18.29
PL0059A,50.842,16.487
BG0074A,43.203,27.904
PL0221A,50.667,17.923
GR0010A,39.667,22.453
MT00003,35.882,14.512
AL0205A,41.32,19.449
GR0022A,38.031,23.787
PL0656A,52.756,18.254
PL0632A,51.407,16.188
PT03100,38.748,-9.202
PL0651A,52.74,23.586
GR0031A,37.932,23.713
PL0531A,53.361,20.422
ES2062A,43.324,-8.502
PL0596A,50.808,20.271
IT0663A,45.714,11.369
PL0633A,50.416,16.513
FR39018,14.755,-61.179
AL0204A,40.403,19.486
IT1859A,46.104,11.11
FR04118,48.87,2.332
PL0166A,54.353,18.673
ES1630A,37.341,-6.042
FR02031,43.416,5.217
DEBW219,48.945,9.437
PL0051A,54.086,18.788
PL0296A,53.866,21.296
CZ0TCEL,49.559,18.348
DEBW223,48.69,9.167
FR10007,51.034,2.335
DENW359,51.097,6.416
ES2033A,41.242,1.859
DEBW222,48.637,9.798
IT1476A,45.63,13.781
FR28131,50.437,2.827
BETR841,51.003,4.469
IT0753A,45.891,10.844
FR28023,50.497,2.867
DEBW221,47.669,9.181
ES0823A,37.186,-6.964
CZ0SPRI,49.685,14.008
FR06023,50.42,3.552
FR27004,45.526,4.875
FR41003,41.964,8.82
NL00545,52.339,4.841
GR0039A,37.995,23.819
GR0037A,38.144,23.758
PT03104,38.701,-9.429
FR82002,47.235,6.029
IE001DM,52.498,-6.571
GB0051A,36.113,-5.35
CH0029A,47.567,7.595
AT2SV24,46.771,14.366
PL0634A,50.823,15.528
HU0002R,46.967,19.55
NL00246,51.653,4.514
FR11022,50.687,2.88
GB1042A,53.759,-0.306
FR02005,43.405,5.052
NL00631,52.449,5.619
ES1390A,41.53,2.422
NO0069A,62.471,6.157
FR82040,47.097,5.496
FI00562,60.394,25.661
DESH033,54.31,10.117
FR36025,45.243,4.726
FR07010,46.344,2.598
DESN011,50.832,12.917
RS0005R,43.404,21.948
SE0078A,62.39,17.314
DEHE058,50.549,9.682
IE001AP,53.336,-6.309
IT1679A,40.538,17.424
IE0125A,53.282,-9.049
SE155525,60.608,15.634
FR38022,-20.999,55.281
PT01051,41.309,-8.721
IT1801A,41.998,14.993
FI00588,61.483,21.8
FR07049,46.562,3.331
IT1191A,46.083,10.958
SE0014R,57.394,11.914
SE0105A,56.2,12.568
SE38367,57.988,15.635
PT04001,37.954,-8.838
SE36199,56.835,13.942
PT02021,40.641,-8.101
FR12020,43.63,0.18
SE0011R,56.028,13.15
SE37819,58.544,15.055
IT1863A,41.759,14.209
SE0098A,67.856,20.23
FR29440,45.39,4.616
SE0005R,63.849,15.336
